label,class
113d09adeda5bdd36.txt,2
113d278ad8d6b6bd3.txt,2
114.txt,1
11404b8e5f432a142.txt,2
1142.txt,1
1142252c00764ae62.txt,2
114394b8a8fadd0ce.txt,2
1143fccdc8134b43c.txt,2
11451000535f4d066.txt,2
11462a60b1002ba16.txt,2
1147.txt,1
1147efb815aa85c07.txt,2
1147f4efdae8072c2.txt,2
11485210675775bb3.txt,2
1149f466b3c8b5d11.txt,2
114b1ddcbdc8d7678.txt,2
114c385c59dec4a42.txt,2
114c6b53a7e256245.txt,2
114d45a56a0fe95bf.txt,2
114d56ace8a375dc3.txt,2
114da850bb14ad9a2.txt,2
114eac58d70e8c7c.txt,0
1150.txt,1
11506ce246f26ccd9.txt,2
1151599f9ebe70c3a.txt,2
11519b2618048f525.txt,2
1152.txt,1
11525f2ac9f73996a.txt,2
1154.txt,1
1155.txt,1
11560b9a9d8f32527.txt,2
1156434962698904a.txt,2
11569971778c6f23e.txt,2
1156d83ce3b4f1375.txt,2
11578c5fec12e869c.txt,2
11590e91ce2d153c7.txt,2
115960047720e9ac5.txt,2
115b0a29666fcc7cd.txt,2
115c6c10ea449ec6c.txt,2
115e491cc96f08e60.txt,2
115fd508287e9cdf5.txt,2
115fedc4e96221d4b.txt,2
1160.txt,1
116063545bd8b69f1.txt,2
1163.txt,1
11633c5cdb7ad3908.txt,2
116440c58564b3432.txt,2
1165.txt,1
11659b2a2b3a6e519.txt,2
1166.txt,1
1166b1b591d126f78.txt,2
1167.txt,1
11688084a5f9cd995.txt,2
1168ac5ec57419770.txt,2
1169981b208568bff.txt,2
1169b7c17ad6932d1.txt,2
116b35ef2aac3e983.txt,2
116b4b42661e08987.txt,2
116c2ec53d66b1df6.txt,2
116c40bd2c10e59be.txt,2
116c8ffd2350e2a81.txt,2
116d07bd3f2ad2840.txt,2
116e4683849e58b87.txt,2
116e9dcc7127b14f0.txt,2
116f0e6361ab6bc49.txt,2
1170.txt,1
11711e6f749d5fddd.txt,2
11720b7a022bb7036.txt,2
1176.txt,1
1176bbafad806c782.txt,2
1177.txt,1
117766e97b6b18999.txt,2
117a9d0a64348913e.txt,2
117ad182c08cd35c2.txt,2
117b81981782be866.txt,2
117d8c22a78a1ba18.txt,2
117d9319af1aaf399.txt,2
1181342ceddd1b11f.txt,2
1181e906cbf3d4f05.txt,2
11820cbfbff12ba49.txt,2
1183.txt,1
118300b0a9f07aef5.txt,2
11847f2074cc67757.txt,2
1185.txt,1
1186a91351f7562d3.txt,2
118735813fb8243b8.txt,2
1188c1862d60e018a.txt,2
1189.txt,1
1189527d86032669f.txt,2
118b22a462ab44fa3.txt,2
118e8ba51da150c30.txt,2
1191.txt,1
1195.txt,1
1195be2c26d182780.txt,2
1196.txt,1
1196ef44480b7b304.txt,2
1197.txt,1
1197aaf18b6f41f51.txt,2
119955c55ad74d238.txt,2
119ca797db2f6bb4f.txt,2
119d9bd94011934d8.txt,2
119dac3dd17656298.txt,2
119feee59f9282594.txt,2
11a045056473e8261.txt,2
11a15e257ec92db7a.txt,2
11a32866330cf5772.txt,2
11a4f2c4ad6090de4.txt,2
11a5b195b68a16e7c.txt,2
11a65e2b61a31b040.txt,2
11a771ed89dcc8d24.txt,2
11a885ee4bdb896ad.txt,2
11a9d4de0939ec738.txt,2
11acf96491f92ed81.txt,2
11ad0f5e8bddb76f2.txt,2
11ae2903da19989a5.txt,2
11b37e98ca39f9d7.txt,1
11b44938ffc34c08b.txt,2
11b9c506c62b00468.txt,2
11bbd4be5ea4893ba.txt,2
11bd4bae8ae384f19.txt,2
11bdb699e7952718f.txt,2
11bdbd6855e0f8488.txt,2
11be9ab4874d38296.txt,2
11bec7182a95dd904.txt,2
11bffc14a6b83dbf9.txt,2
11c19148e6601c429.txt,2
11c24c6a46afe1a57.txt,2
11c462da2b9bee128.txt,2
11c49ff20e62d4351.txt,2
11c7a2291618326b.txt,1
11c9f6dcca1df5fb5.txt,2
11cad107f5902a126.txt,2
11d0200d3bb8df4c5.txt,2
11d032f6a12f7dd27.txt,2
11d260429f37b3ca0.txt,2
11d2d011abf600958.txt,2
11d4089b24d422a9e.txt,2
11d4996fa55b8a288.txt,2
11d4c2ecd134610c5.txt,2
11da259c1cdd806c6.txt,2
11dc9b1527595f509.txt,2
11dd0703b4170a9ba.txt,2
11e2cbb26a5046785.txt,2
11e35b9b3d040665a.txt,2
11e4276c9c04ebafd.txt,2
11e7891657b92e4de.txt,2
11e8a81b917cf8494.txt,2
11ea35487e4bdb1dc.txt,2
11ebec902cf84b42a.txt,2
11ed8b9f689412f2d.txt,2
11ee4e105f2bac346.txt,2
11ef2dc2541f67071.txt,2
11efe34a2e833a024.txt,2
11f2872171cb8aaa3.txt,2
11f2d58c56a6f77a0.txt,2
11f307b8d292af79d.txt,2
11f802a18e5d5b9d2.txt,2
11f9d3ce2587c81f2.txt,2
11fa0b4be16d86808.txt,2
11fadb36a0d1dcb97.txt,2
11fb3b679dd8f8d40.txt,2
11fb8f23e6f7ed248.txt,2
11fc4c32ce17b6563.txt,2
11fd70f93457d6a15.txt,2
11fd9c41bbb5403b3.txt,2
11fe917741992dcfe.txt,2
11ff4c350693df2f0.txt,2
12 - Copy.txt,1
1203af37e4dc67ac.txt,0
1206.txt,1
1208.txt,1
1209.txt,1
121.txt,1
1211.txt,1
1212.txt,1
1215.txt,1
1217.txt,1
121d407874aac6c5.txt,0
1229.txt,1
1230.txt,1
1231.txt,1
1232.txt,1
1233.txt,1
1236.txt,1
1237.txt,1
1239fa40eecbb506.txt,0
124.txt,1
1244.txt,1
1245.txt,1
1248.txt,1
1253.txt,1
1255.txt,1
126.txt,1
1261.txt,1
1266.txt,1
1274.txt,1
1280.txt,1
1287.txt,1
1290.txt,1
1293.txt,1
1296.txt,1
1297.txt,1
1298.txt,1
12ba53bad2db1856.txt,0
13 - Copy.txt,1
13.txt,1
130.txt,1
1302153ecbf53853.txt,0
1303.txt,1
1316.txt,1
1317.txt,1
133.txt,1
1337.txt,1
1339.txt,1
1347.txt,1
1352.txt,1
1358.txt,1
136.txt,1
1361.txt,1
1364.txt,1
1366.txt,1
1367.txt,1
1368.txt,1
1371.txt,1
1377.txt,1
137b33fa7a110d65.txt,1
138.txt,1
1386.txt,1
1389.txt,1
139.txt,1
1394.txt,1
1395.txt,1
13cef2ee3c4e0973.txt,0
13fbb53617d018de.txt,0
14 - Copy.txt,1
1404.txt,1
141.txt,1
142.txt,1
144.txt,1
147.txt,1
14ed72ff841b8402.txt,0
15 - Copy.txt,1
15.txt,1
150fc39014d4dda4.txt,0
151.txt,1
15161d86549f722c.txt,1
151c7597b15bb428.txt,0
153.txt,1
154.txt,1
155.txt,1
156.txt,1
15668e3075e27fb9.txt,0
158.txt,1
159.txt,1
15c01407665866e0.txt,0
15c84af90d8f2aba.txt,0
15fb1be9c6b15a67.txt,0
16 - Copy.txt,1
160.txt,1
1605f741c11f4bc3.txt,1
16106736b2149cea.txt,0
1619b12e2ae2822a.txt,0
162ed8cf6fa49de2.txt,0
164.txt,1
1642ee4a716f67e4.txt,1
165.txt,1
16dfd39c79bafc96.txt,1
17 - Copy.txt,1
172.txt,1
174.txt,1
176.txt,1
178.txt,1
17aa164614faa98e.txt,1
17b410a70cff3291.txt,0
17bfc35f00d47253.txt,1
17ca5caed98d4859.txt,1
18 - Copy.txt,1
1813c03c2454ce80.txt,0
182.txt,1
1824cc6dd3f7ce7c.txt,0
183.txt,1
1854e0df0210495d.txt,1
1861bf1c2bbb6cfd.txt,1
187.txt,1
189.txt,1
189207aff552d468.txt,0
18aee0943958c9fc.txt,0
18ecd241b66559dc.txt,0
19 - Copy.txt,1
19.txt,1
191.txt,1
1911d1921cbab06b.txt,0
194058054f8ca190.txt,0
197.txt,1
197aaf18b6f41f51.txt,0
198bbd2796390596.txt,0
1a228a4049efc30e.txt,1
1a7544cff439c995.txt,0
1a771ed89dcc8d24.txt,0
1af3a5ba46045369.txt,1
1c0bc2967cf87b27.txt,1
1c15929e31f4ff7f.txt,1
1c599c9c4959e24b.txt,0
1c5fc11fd05f3534.txt,0
1c7365887d7cbea7.txt,0
1cdb986cd69f46f5.txt,0
1cfee6d9ce202801.txt,1
1d0caf874fcada77.txt,1
1d14a26471a4e193.txt,0
1d6c5b47ac435d2d.txt,0
1db3abae5f8b29d7.txt,0
1e28cf9e0bcf227b.txt,0
1e4657e2a8511d04.txt,0
1e613301d86781b6.txt,0
1ededbc86092a178.txt,0
1f2242d1b203377c.txt,0
1f295c5fa8cb5741.txt,0
1f40e8e5f6a5a51a.txt,0
1f8044ec515fcf82.txt,0
1f990b331e554127.txt,1
2 - Copy.txt,1
2.txt,1
20 - Copy.txt,1
20.txt,1
2024e3d74392ae19.txt,1
2026123fa11b1885.txt,0
203.txt,1
204.txt,1
205.txt,1
208.txt,1
208de556fa323b60.txt,0
20b4257627ea36d7.txt,1
21 - Copy.txt,1
210.txt,1
21006c0157d990fa1.txt,2
210bd3a088ea6940e.txt,2
210eb577c59de358c.txt,2
21100189d1dd775ad.txt,2
2110832733e2e762b.txt,2
21146511d00ee7cfb.txt,2
2114ede5e74eb458b.txt,2
2119921b6b2abdf23.txt,2
211a81e1780fdb2a.txt,1
211d337daeed16ce4.txt,2
212.txt,1
2123d1927a9ed1fb4.txt,2
2126f1f04d5ef589e.txt,2
21274578efa36daf8.txt,2
2127784fab928b68d.txt,2
2128280cd469620db.txt,2
212948267ba755942.txt,2
212ae802569dfd002.txt,2
212becb190c215941.txt,2
212bed27b73a4b731.txt,2
212c165a3e51e8e5b.txt,2
212c255ccdb0b065c.txt,2
212ea42b69b9f86d2.txt,2
213042fd467549db3.txt,2
21320d4915cce1b21.txt,2
21363e49d896ad226.txt,2
21382b5a0447fedae.txt,2
2139c2ab8be7d5ced.txt,2
213b4adbd8f9e8228.txt,2
213b7f4e0ee680382.txt,2
213cad5630b44181c.txt,2
214.txt,1
214092f3660591e4e.txt,2
2140e022340cf91b6.txt,2
214532ef3859724ed.txt,2
2145484ba8fc2a049.txt,2
21462263331741e89.txt,2
2148fdffb6367d9f2.txt,2
21490199081331c53.txt,2
214a4d0823bb74ffe.txt,2
214a5c73ad828580e.txt,2
2150336669d034e3e.txt,2
2151f2f6a0ebea0ea.txt,2
21549969a519576ad.txt,2
2154c9079ef16fba3.txt,2
2156306186dae934c.txt,2
2157148fe8df94563.txt,2
21577c10819d95ed6.txt,2
2158f0ce536f866bd.txt,2
215c6d891cbad4fe5.txt,2
215ee76521f01c377.txt,2
215f44121552bd293.txt,2
216.txt,1
216053d43ca24eb8c.txt,2
2165e0ed8c7e03cb8.txt,2
216820c477e9da109.txt,2
216870c7625758bea.txt,2
2168decf7c7522409.txt,2
216a5c1cfa3d1c01f.txt,2
216abec4b12fd393d.txt,2
216cf5b8a43e0a06b.txt,2
216e9ba2de19cb01b.txt,2
216ea34575d7faa54.txt,2
217.txt,1
217268143da6da482.txt,2
2174903be76b65002.txt,2
21782cdc821f25fd1.txt,2
217857e63a9b3782c.txt,2
217afcdfd787bfd70.txt,2
217f0769af257cfd3.txt,2
217ff20599361e929.txt,2
218.txt,1
218186acbd7c85c8b.txt,2
2182632000460d6d4.txt,2
218479b6ac5151bed.txt,2
218545c3f51125591.txt,2
21886fe208463a3dc.txt,2
2189509f4b8a1fd3c.txt,2
218e4d546d60027c9.txt,2
218f5f09646e33f6f.txt,2
21918ff286008d8fe.txt,2
2191ac648a2f0762f.txt,2
21929c9d367f60c56.txt,2
2193c9c8525c93989.txt,2
219435cb93519e9eb.txt,2
21965dabc9de4a459.txt,2
2196dbbf4b46fd242.txt,2
2197827ec0e81f3f6.txt,2
2197d3a3139bddcd6.txt,2
2198195805f05dc23.txt,2
219c2cc84e23782e6.txt,2
219ff174232c8cd67.txt,2
21a0cf2b378eba1dc.txt,2
21a2a1d0ab1895bff.txt,2
21a3d641f6ab95fc0.txt,2
21a66f427cd8b0628.txt,2
21aa7041c969ac5b0.txt,2
21aaa49a4978ed9b1.txt,2
21ad022ad66eb7010.txt,2
21adc0d42e4d09e03.txt,2
21aee37802fc66f76.txt,2
21afa11e0fc6e0ff1.txt,2
21afe1623391b0081.txt,2
21b0225728d489a89.txt,2
21b03e6b9c94a22f2.txt,2
21b04435f0318172f.txt,2
21b276ab634309b43.txt,2
21b53e53547c99729.txt,2
21b5c2eddbe9abfb4.txt,2
21b6453a886284fde.txt,2
21b98608291ee428e.txt,2
21ba2aebb93960b6f.txt,2
21bbb9ff8a395d4b3.txt,2
21bcf0508b3f98336.txt,2
21be1385699a8b804.txt,2
21be91bd01f3eecfb.txt,2
21bf0e2b824fd4f78.txt,2
21bf188641a8f2da6.txt,2
21bf68b8b2ed98310.txt,2
21bff60d1a8bcb193.txt,2
21c0cf0d83f8f75c5.txt,2
21c38ee29880b42eb.txt,2
21c3d92682ee217bb.txt,2
21c560e5658387351.txt,2
21c654a42e1ff3e3d.txt,2
21c6908e21fca5955.txt,2
21c6c90bd94cc640b.txt,2
21c76c0bcb4931661.txt,2
21c872883c9fbb500.txt,2
21ca16ba0f16ab549.txt,2
21ca23bd9dbdbdef5.txt,2
21cb73b7704c1949d.txt,2
21cd807e3c41fb636.txt,2
21ce036fe8c14aa73.txt,2
21ce329395fa7c1da.txt,2
21cf8347b117803f5.txt,2
21d116cdb3f354882.txt,2
21d3600f5bb45376b.txt,2
21d63efb96ffab516.txt,2
21d82b82431b3daf4.txt,2
21d85cdd3785bc51a.txt,2
21d8e0107da8d2383.txt,2
21d9918b494567dcf.txt,2
21dc42e199f5d2251.txt,2
21dce87e324b4ce23.txt,2
21df83097d4e10f78.txt,2
21e0da52a047c4d1f.txt,2
21e85175dbc89246c.txt,2
21ebb03ccfc5a4944.txt,2
21ed98fe7698cf127.txt,2
21edd5f099ca21ec5.txt,2
21ef7a4ea1e60bcf7.txt,2
21f463985fa5b6fa0.txt,2
21f7e1050ce8e7e2.txt,0
21f9a340aa2a83a7d.txt,2
21fa7253fca490bad.txt,2
22 - Copy.txt,1
227.txt,1
22a233ad0c0aec8d.txt,1
23 - Copy.txt,1
23.txt,1
230.txt,1
230a13d8ebe7d459.txt,0
234.txt,1
235.txt,1
236413eba58a6dea.txt,1
239.txt,1
23d49c1d550c4c8b.txt,1
24 - Copy.txt,1
24.txt,1
240.txt,1
241.txt,1
242.txt,1
244.txt,1
244b06e5f1fe9527.txt,0
2470d43321ae2e5d.txt,0
2477a84196c1d987.txt,0
248.txt,1
249b76b2a71aba91.txt,0
24ac575fd69efd44.txt,0
24e933e136a16790.txt,0
24e996f07812e7c7.txt,0
25 - Copy.txt,1
25.txt,1
252.txt,1
254.txt,1
258df9f7028b44ea.txt,1
25bf59064babc45d.txt,0
26 - Copy.txt,1
26.txt,1
263.txt,1
266a1ed2789eec8c.txt,0
267.txt,1
26abec4b12fd393d.txt,0
26dff505256728ff.txt,0
26f50b38c60ea2d9.txt,0
27 - Copy.txt,1
27024b5d7e71a173.txt,1
271.txt,1
272.txt,1
276.txt,1
27650b5617c13714.txt,0
277.txt,1
278.txt,1
27a61fc9bf374a0d.txt,0
28 - Copy.txt,1
280eed04632df1e0.txt,1
2821256df3efd008.txt,0
28247d5c8eac3688.txt,0
286.txt,1
2888503469d8da09.txt,0
289.txt,1
29 - Copy.txt,1
29108aa95d8a9f42.txt,1
292.txt,1
297d3a3139bddcd6.txt,0
29fa41f99d82779f.txt,0
29ff174232c8cd67.txt,0
2a20064ed8d158af.txt,0
2a9ca7bbcb1fd6bf.txt,0
2abaad7f5d0ba83a.txt,0
2ada1d573ecf3c85.txt,0
2b62db8aba137650.txt,1
2b93097116810426.txt,0
2bf0bfe90dec79fe.txt,0
2c5a20af91db266e.txt,0
2c90ee49cc3d59b8.txt,1
2cc7178e9b3288b5.txt,1
2d30fdc58f112046.txt,1
2e04af0134f9884d.txt,0
2e519b93d66374a4.txt,0
2ecfa5e05306b3e0.txt,0
2ee5fcbf74884ad2.txt,0
2efbf33dd703c8c6.txt,0
2f04ddbb2583fbff.txt,0
2f626f0fb1a84fbf.txt,0
2fe503a4b44b18c2.txt,0
2ff0335f2478dba9.txt,0
3 - Copy.txt,1
3.txt,1
30 - Copy.txt,1
302.txt,1
30296f506a78960a.txt,1
304.txt,1
304cc9d32af1afcf.txt,0
305.txt,1
305842e27406f1f5.txt,0
308.txt,1
31 - Copy.txt,1
3100c3175ae1f0d5b.txt,2
3100fe346c1275938.txt,2
3103144456fc5ef45.txt,2
310537222f4d8c1d.txt,0
3105fd6c6b4c58085.txt,2
31067770b8b4c64fe.txt,2
31073e2962a503045.txt,2
310f1319a6fbedc23.txt,2
311.txt,1
31118e8ba2dcf22bf.txt,2
311315f4df7ede550.txt,2
3114071389b4a1b67.txt,2
31143c9de703519a3.txt,2
311468240d2e07e9c.txt,2
3115317fce57d3276.txt,2
3117ed84c1398a35f.txt,2
311a298a14f0379e3.txt,2
311bdb1eeda01e634.txt,2
311d201ec2c1e19be.txt,2
311f8f557e6377bbe.txt,2
31216c41f3ef4289c.txt,2
3122ebb9cb449fa9.txt,0
3124689940d8c72c6.txt,2
3128df62c45136783.txt,2
312a86bbbb550dfe6.txt,2
312bdca935c6cb54d.txt,2
312c2eb72a5d4ca79.txt,2
312ee1f7223150807.txt,2
31349bec22b2f2f39.txt,2
3135360ecce5a0247.txt,2
3136673bf25f1bb7c.txt,2
31367a11cc12bc87b.txt,2
3139162c494ae3a4f.txt,2
313b3f7bf102addb6.txt,2
313b847e642767d99.txt,2
313d6c1847ba234e6.txt,2
313e7f026798ea696.txt,2
313f4cb2943116269.txt,2
313feb3442b0763fa.txt,2
314128623d4ea19dd.txt,2
31460dc99c01248c1.txt,2
314b1bdce5453e81b.txt,2
314c53eddc542988e.txt,2
314dd3f0270e95d01.txt,2
3151e58fbb51e604.txt,0
3153c4209e7467509.txt,2
315424936a4fc1c2e.txt,2
3156c4cd92c942561.txt,2
315739c65a97800c6.txt,2
31599133e3ed0de28.txt,2
315efbc670c0d249e.txt,2
31637859bbff94e43.txt,2
3164e11fec3af69af.txt,2
31669cddedef57388.txt,2
31684a420339b8773.txt,2
31694ecae39a82f58.txt,2
31697538502c01fc8.txt,2
316dbea4f1e6afb9.txt,1
31714f9b06365316a.txt,2
3175527004fc6e0ab.txt,2
317706d971416d754.txt,2
3177a94386cdd0e72.txt,2
3179de4723c254868.txt,2
317a98f312008af0e.txt,2
317babab3a01e1793.txt,2
3184c05c5fe7d416f.txt,2
31892a1b85459a1e1.txt,2
318c0e0d81f122d3c.txt,2
319119e73b5da0618.txt,2
3191a71409341fba5.txt,2
3193e8287958aedba.txt,2
3194a7ccced667edf.txt,2
31982edd51a204a3b.txt,2
3198c89136032c4c0.txt,2
319a76c181f7098ab.txt,2
319b25e9eb931c0ed.txt,2
319d43579baadbcbe.txt,2
319debb280afb095d.txt,2
319f3e5c397c4fc59.txt,2
31a14d081c3e9e1e2.txt,2
31a3b21eabadc8df6.txt,2
31a43b1989380597.txt,1
31a80773c08342850.txt,2
31a8f64d23f08a90e.txt,2
31a91bfc50630faf6.txt,2
31a930d8d054b5b53.txt,2
31aa99396b731f6e7.txt,2
31ad89e7e41b0271e.txt,2
31b71d6cc38a7665f.txt,2
31b7e25ae9ef9822b.txt,2
31bdf5fcc7feea442.txt,2
31bf93688cb550b7f.txt,2
31bfe6866a9061117.txt,2
31bffcd221ab21864.txt,2
31c1cae4b78bc8ae4.txt,2
31c2ffb9c8b1bdd14.txt,2
31c439678b7b2d1a4.txt,2
31c738899ce318620.txt,2
31c7ac0c80d069871.txt,2
31c7c4d45ea42835a.txt,2
31c82014298dfcba3.txt,2
31c9215a7771d20ac.txt,2
31cb71d06e9b083c2.txt,2
31cd1f76ad7a24f35.txt,2
31cdf339b1202350f.txt,2
31d129d7495fbe1a0.txt,2
31d33c65e781027b7.txt,2
31d4045ca4d5e0e9.txt,1
31d6d6d8d9e81a01e.txt,2
31d6ea6277696490a.txt,2
31d7c923176e4c245.txt,2
31d828a82865709d6.txt,2
31d90d7c50ac0ee3.txt,0
31da4728dcf3d46ed.txt,2
31ddb0757d0b9c1db.txt,2
31dff82202a07c3b1.txt,2
31e02801c24898701.txt,2
31e2451628e353b6a.txt,2
31e4551b3de41dda1.txt,2
31e53ab09a7027ee5.txt,2
31e7023834cd66330.txt,2
31e7ffa443f8bf413.txt,2
31e876552280c82fc.txt,2
31ec1d977643fa9b1.txt,2
31ecdfb50f3ff741f.txt,2
31ed6ec4b1a846f92.txt,2
31f1b06ad13105fda.txt,2
31f1c940f8f82c35d.txt,2
31f4741e26c00f32e.txt,2
31fa467a970a729a4.txt,2
31fab0b71b192aa8c.txt,2
31fb1d88c42c3d04a.txt,2
31fbf7f474d9af7e2.txt,2
31fe83bc6c8ceceb5.txt,2
32 - Copy.txt,1
320.txt,1
3219699a79abd765.txt,1
3220f0fa4d7ec2e4.txt,0
32273104bdd318a6.txt,0
324.txt,1
324059297afc8c15.txt,0
325.txt,1
326.txt,1
329.txt,1
32bd408d6b2fbd81.txt,0
33047af96d05a37f.txt,0
331.txt,1
332.txt,1
336.txt,1
33604dafadffce22.txt,0
337.txt,1
338.txt,1
33d3294103709f61.txt,0
34 - Copy.txt,1
34.txt,1
341.txt,1
347.txt,1
34826bfe72a31684.txt,0
35 - Copy.txt,1
351.txt,1
352.txt,1
353.txt,1
354.txt,1
355.txt,1
355676fe0c2eda42.txt,0
3587d59b214a2adb.txt,1
36 - Copy.txt,1
3632ed446a133656.txt,0
366f79d032096cf6.txt,1
369.txt,1
369ca978d1fc4aaa.txt,0
36a94f02266d3105.txt,1
37 - Copy.txt,1
372232135cfa6128.txt,0
3725b748f0139e04.txt,0
373e7d66419b11b3.txt,0
3743a63086eb14a3.txt,1
378.txt,1
37d2923e1d9f5044.txt,0
37fb2b542c71601c.txt,1
38 - Copy.txt,1
38182275598f49b7.txt,0
3820af22afaa632b.txt,0
383f9ba8a6b04eb5.txt,1
3868599781102a4e.txt,0
386f7887405c6796.txt,0
388e93e937775b63.txt,0
39 - Copy.txt,1
39.txt,1
3923ea85d3b93dbc.txt,0
393.txt,1
394.txt,1
3958c3bd9e632077.txt,0
396e9db834ebc06a.txt,0
397.txt,1
39a8b37f5f60a87e.txt,1
39ca9b377b4d48ee.txt,0
3a0e6337cd0621b2.txt,1
3afade0f14091716.txt,0
3b2ee35460ab0b4f.txt,0
3ce713a91dec9d38.txt,0
3d01415dc2912724.txt,0
3d179dfa2b45d219.txt,1
3d21e8c3f315da3b.txt,1
3d3928b4132604b7.txt,1
3d4b7b054fa14161.txt,1
3dec8e1a349fefac.txt,1
3e7a9329ba00857c.txt,0
3e7f0964bc53226b.txt,0
3e86f494071c0584.txt,0
3ef29341c5e4bbf0.txt,0
3f4d12195722201c.txt,1
4.txt,1
40 - Copy.txt,1
401da6cdaf41f93f.txt,0
403.txt,1
40558571e68e6180.txt,0
406.txt,1
4089a15321ddc99f.txt,0
40b1417ebf9f5fc0.txt,0
41 - Copy.txt,1
41004c7fb2f606e42.txt,2
4104ab3269a9bfd59.txt,2
410903697fc2237a5.txt,2
410d836a8e6150c69.txt,2
410dd0c17d8874691.txt,2
410fc0f18b224768a.txt,2
4110747e8c33e5562.txt,2
4111390b1eb950e20.txt,2
411395388ecc6332.txt,1
41184e430d7a80829.txt,2
41191a8f6c6f581e8.txt,2
411d8f4bf9e50d88e.txt,2
411e625817972e836.txt,2
41205a15402a98a57.txt,2
4124204fef4cc760a.txt,2
4124bfe317f370bf0.txt,2
4127d58ce1bbc6994.txt,2
4128d00cb00d2e003.txt,2
412a149f76d22111a.txt,2
412c03f131d1a4248.txt,2
412c098ca7c5bbe9c.txt,2
4131c86199f7b8230.txt,2
4131e96c24124f5da.txt,2
4132534ebcaef5476.txt,2
413b86522a10f4417.txt,2
413d1fc9fdc45d826.txt,2
413f520f2eb946d80.txt,2
414342a60232e50cb.txt,2
414347370737b1b78.txt,2
4148ebd953a6fd6f8.txt,2
414beba00e3bce062.txt,2
4151b05b1edc8443b.txt,2
4151f181933efba07.txt,2
41528c3a65afa8d08.txt,2
415708b9bca9d7b8b.txt,2
415717a9c7692d68f.txt,2
415859bc77f1a806e.txt,2
415b2d5d14b97d6f5.txt,2
415c82f94f1b016bd.txt,2
415db945ec0002145.txt,2
4160a2d0dc183c55c.txt,2
41667de0649b2b9d9.txt,2
4168091a307b3028d.txt,2
4169538cc62f8c9a7.txt,2
4169d7de51ae887f1.txt,2
416b4bdac9ce2ffa0.txt,2
416b694fe229bc50e.txt,2
416b80ac9eeda5eca.txt,2
416c460974c0680b3.txt,2
416d91202d0431329.txt,2
416ed01b60ef3769b.txt,2
41748a2657d02d7f5.txt,2
4175b43600e5caf0d.txt,2
4175d67fc473d0989.txt,2
41766e72559a92434.txt,2
417ac2da57896edd5.txt,2
417ae2fef4b0a4f59.txt,2
417f2f4281b9a2aa8.txt,2
417f558a6c742d8d6.txt,2
418.txt,1
41814aea2d683ad44.txt,2
418d25423a8013f1d.txt,2
418d2644125d4a5b6.txt,2
418d7e9892a1653e3.txt,2
418ff2ba5de124d96.txt,2
41957bd8b563a4185.txt,2
419608244a55dfa54.txt,2
4196c574edc3dd99e.txt,2
4198e3336e64ab815.txt,2
4199551048e2cf8d9.txt,2
4199dcd0f7d557e5.txt,1
419bbca71f13c466b.txt,2
419c1465aad42750a.txt,2
419d1fc220638fcc6.txt,2
419e40ccefbef1c86.txt,2
419fc84cec7dc78b4.txt,2
419fd5edf83662a38.txt,2
419fd62202fe493f9.txt,2
419ffd4eb496e4f1b.txt,2
41a0346819a753048.txt,2
41a26b8d8f5d7c728.txt,2
41a34af6488b61b32.txt,2
41a42bf9f1f232733.txt,2
41a58f5d73725910c.txt,2
41a687ef8a22deb99.txt,2
41a927aae62da877f.txt,2
41a9ae00ab6a991a8.txt,2
41ac073cc61709558.txt,2
41ac5592ab98d0946.txt,2
41acfd673130de92.txt,0
41b0fbb28f38a07b5.txt,2
41b281c56aa51b7e7.txt,2
41b69b7f3d8dc56f7.txt,2
41b91a42e15ed5f8b.txt,2
41bb814d823c9aa85.txt,2
41bb98f2f86c07809.txt,2
41be8d41e71800018.txt,2
41bedb60e198caba5.txt,2
41c1de85d42796f1a.txt,2
41c469ffafb12c879.txt,2
41c49fb2fb8999f63.txt,2
41c4aaf4d4b547061.txt,2
41c78ef8267c893d6.txt,2
41c83087b06ecf53b.txt,2
41ce628b988edd438.txt,2
41cf6d3b7ac31d2c.txt,0
41d06a8060ec3c585.txt,2
41d1f457b101ceb44.txt,2
41d348450578fb11f.txt,2
41d6af247bf0ddb76.txt,2
41d9e42ddae2b04fa.txt,2
41db34aaac2f48ada.txt,2
41dcc6e40433cfd29.txt,2
41dcf542bdfec084b.txt,2
41dcf8f1e6831024c.txt,2
41dda28d26a3ae66.txt,0
41df0a369048e663a.txt,2
41dff14bafb5f9445.txt,2
41e030db7e2039d02.txt,2
41e153f27c06d204a.txt,2
41e39f60c370d1282.txt,2
41e6e81bf40148b7e.txt,2
41eb2da34fb066ab8.txt,2
41f38293fa434a1ca.txt,2
41f447232e986e1d0.txt,2
41f4c36208501a674.txt,2
41f5244447866761a.txt,2
41f80a74f9471025b.txt,2
41f9a37becc570cb7.txt,2
41fb14531445ee0e6.txt,2
41fb396e882f7b81c.txt,2
41fbfc3718b593a48.txt,2
41fc6994977cbcbfc.txt,2
41fe1cd2bb7b776fe.txt,2
41fe42df40579a9c4.txt,2
41fe485907d0fd964.txt,2
41ffa0a48955b1cd0.txt,2
42 - Copy.txt,1
42149398785aca38.txt,0
422.txt,1
423.txt,1
425.txt,1
4275b8e4a57f855c.txt,0
429.txt,1
42f1a87b2657dad0.txt,1
43 - Copy.txt,1
432.txt,1
434.txt,1
435.txt,1
436.txt,1
4392183fd9147c3d.txt,1
