label,class,imgs_path
11a885ee4bdb896ad.txt,2,datasets/obj/11a885ee4bdb896ad.jpg
11a9d4de0939ec738.txt,2,datasets/obj/11a9d4de0939ec738.jpg
11acf96491f92ed81.txt,2,datasets/obj/11acf96491f92ed81.jpg
11ad0f5e8bddb76f2.txt,2,datasets/obj/11ad0f5e8bddb76f2.jpg
11ae2903da19989a5.txt,2,datasets/obj/11ae2903da19989a5.jpg
11b37e98ca39f9d7.txt,1,datasets/obj/11b37e98ca39f9d7.jpg
11b44938ffc34c08b.txt,2,datasets/obj/11b44938ffc34c08b.jpg
11b9c506c62b00468.txt,2,datasets/obj/11b9c506c62b00468.jpg
11bbd4be5ea4893ba.txt,2,datasets/obj/11bbd4be5ea4893ba.jpg
11bd4bae8ae384f19.txt,2,datasets/obj/11bd4bae8ae384f19.jpg
11bdb699e7952718f.txt,2,datasets/obj/11bdb699e7952718f.jpg
11bdbd6855e0f8488.txt,2,datasets/obj/11bdbd6855e0f8488.jpg
11be9ab4874d38296.txt,2,datasets/obj/11be9ab4874d38296.jpg
11bec7182a95dd904.txt,2,datasets/obj/11bec7182a95dd904.jpg
11bffc14a6b83dbf9.txt,2,datasets/obj/11bffc14a6b83dbf9.jpg
11c19148e6601c429.txt,2,datasets/obj/11c19148e6601c429.jpg
11c24c6a46afe1a57.txt,2,datasets/obj/11c24c6a46afe1a57.jpg
11c462da2b9bee128.txt,2,datasets/obj/11c462da2b9bee128.jpg
11c49ff20e62d4351.txt,2,datasets/obj/11c49ff20e62d4351.jpg
11c7a2291618326b.txt,1,datasets/obj/11c7a2291618326b.jpg
11c9f6dcca1df5fb5.txt,2,datasets/obj/11c9f6dcca1df5fb5.jpg
11cad107f5902a126.txt,2,datasets/obj/11cad107f5902a126.jpg
11d0200d3bb8df4c5.txt,2,datasets/obj/11d0200d3bb8df4c5.jpg
11d032f6a12f7dd27.txt,2,datasets/obj/11d032f6a12f7dd27.jpg
11d260429f37b3ca0.txt,2,datasets/obj/11d260429f37b3ca0.jpg
11d2d011abf600958.txt,2,datasets/obj/11d2d011abf600958.jpg
11d4089b24d422a9e.txt,2,datasets/obj/11d4089b24d422a9e.jpg
11d4996fa55b8a288.txt,2,datasets/obj/11d4996fa55b8a288.jpg
11d4c2ecd134610c5.txt,2,datasets/obj/11d4c2ecd134610c5.jpg
11da259c1cdd806c6.txt,2,datasets/obj/11da259c1cdd806c6.jpg
11dc9b1527595f509.txt,2,datasets/obj/11dc9b1527595f509.jpg
11dd0703b4170a9ba.txt,2,datasets/obj/11dd0703b4170a9ba.jpg
11e2cbb26a5046785.txt,2,datasets/obj/11e2cbb26a5046785.jpg
11e35b9b3d040665a.txt,2,datasets/obj/11e35b9b3d040665a.jpg
11e4276c9c04ebafd.txt,2,datasets/obj/11e4276c9c04ebafd.jpg
11e7891657b92e4de.txt,2,datasets/obj/11e7891657b92e4de.jpg
11e8a81b917cf8494.txt,2,datasets/obj/11e8a81b917cf8494.jpg
11ea35487e4bdb1dc.txt,2,datasets/obj/11ea35487e4bdb1dc.jpg
11ebec902cf84b42a.txt,2,datasets/obj/11ebec902cf84b42a.jpg
11ed8b9f689412f2d.txt,2,datasets/obj/11ed8b9f689412f2d.jpg
11ee4e105f2bac346.txt,2,datasets/obj/11ee4e105f2bac346.jpg
11ef2dc2541f67071.txt,2,datasets/obj/11ef2dc2541f67071.jpg
11efe34a2e833a024.txt,2,datasets/obj/11efe34a2e833a024.jpg
11f2872171cb8aaa3.txt,2,datasets/obj/11f2872171cb8aaa3.jpg
11f2d58c56a6f77a0.txt,2,datasets/obj/11f2d58c56a6f77a0.jpg
11f307b8d292af79d.txt,2,datasets/obj/11f307b8d292af79d.jpg
11f802a18e5d5b9d2.txt,2,datasets/obj/11f802a18e5d5b9d2.jpg
11f9d3ce2587c81f2.txt,2,datasets/obj/11f9d3ce2587c81f2.jpg
11fa0b4be16d86808.txt,2,datasets/obj/11fa0b4be16d86808.jpg
11fadb36a0d1dcb97.txt,2,datasets/obj/11fadb36a0d1dcb97.jpg
11fb3b679dd8f8d40.txt,2,datasets/obj/11fb3b679dd8f8d40.jpg
11fb8f23e6f7ed248.txt,2,datasets/obj/11fb8f23e6f7ed248.jpg
11fc4c32ce17b6563.txt,2,datasets/obj/11fc4c32ce17b6563.jpg
11fd70f93457d6a15.txt,2,datasets/obj/11fd70f93457d6a15.jpg
11fd9c41bbb5403b3.txt,2,datasets/obj/11fd9c41bbb5403b3.jpg
11fe917741992dcfe.txt,2,datasets/obj/11fe917741992dcfe.jpg
11ff4c350693df2f0.txt,2,datasets/obj/11ff4c350693df2f0.jpg
12 - Copy.txt,1,datasets/obj/12 - Copy.jpg
1203af37e4dc67ac.txt,0,datasets/obj/1203af37e4dc67ac.jpg
1206.txt,1,datasets/obj/1206.jpg
1208.txt,1,datasets/obj/1208.jpg
1209.txt,1,datasets/obj/1209.jpg
121.txt,1,datasets/obj/121.jpg
1211.txt,1,datasets/obj/1211.jpg
1212.txt,1,datasets/obj/1212.jpg
1215.txt,1,datasets/obj/1215.jpg
1217.txt,1,datasets/obj/1217.jpg
121d407874aac6c5.txt,0,datasets/obj/121d407874aac6c5.jpg
1229.txt,1,datasets/obj/1229.jpg
1230.txt,1,datasets/obj/1230.jpg
1231.txt,1,datasets/obj/1231.jpg
1232.txt,1,datasets/obj/1232.jpg
1233.txt,1,datasets/obj/1233.jpg
1236.txt,1,datasets/obj/1236.jpg
1237.txt,1,datasets/obj/1237.jpg
1239fa40eecbb506.txt,0,datasets/obj/1239fa40eecbb506.jpg
124.txt,1,datasets/obj/124.jpg
1244.txt,1,datasets/obj/1244.jpg
1245.txt,1,datasets/obj/1245.jpg
1248.txt,1,datasets/obj/1248.jpg
1253.txt,1,datasets/obj/1253.jpg
1255.txt,1,datasets/obj/1255.jpg
126.txt,1,datasets/obj/126.jpg
1261.txt,1,datasets/obj/1261.jpg
1266.txt,1,datasets/obj/1266.jpg
1274.txt,1,datasets/obj/1274.jpg
1280.txt,1,datasets/obj/1280.jpg
1287.txt,1,datasets/obj/1287.jpg
1290.txt,1,datasets/obj/1290.jpg
1293.txt,1,datasets/obj/1293.jpg
1296.txt,1,datasets/obj/1296.jpg
1297.txt,1,datasets/obj/1297.jpg
1298.txt,1,datasets/obj/1298.jpg
12ba53bad2db1856.txt,0,datasets/obj/12ba53bad2db1856.jpg
13 - Copy.txt,1,datasets/obj/13 - Copy.jpg
13.txt,1,datasets/obj/13.jpg
130.txt,1,datasets/obj/130.jpg
1302153ecbf53853.txt,0,datasets/obj/1302153ecbf53853.jpg
1303.txt,1,datasets/obj/1303.jpg
1316.txt,1,datasets/obj/1316.jpg
1317.txt,1,datasets/obj/1317.jpg
133.txt,1,datasets/obj/133.jpg
1337.txt,1,datasets/obj/1337.jpg
1339.txt,1,datasets/obj/1339.jpg
1347.txt,1,datasets/obj/1347.jpg
1352.txt,1,datasets/obj/1352.jpg
1358.txt,1,datasets/obj/1358.jpg
136.txt,1,datasets/obj/136.jpg
1361.txt,1,datasets/obj/1361.jpg
1364.txt,1,datasets/obj/1364.jpg
1366.txt,1,datasets/obj/1366.jpg
1367.txt,1,datasets/obj/1367.jpg
1368.txt,1,datasets/obj/1368.jpg
1371.txt,1,datasets/obj/1371.jpg
1377.txt,1,datasets/obj/1377.jpg
137b33fa7a110d65.txt,1,datasets/obj/137b33fa7a110d65.jpg
138.txt,1,datasets/obj/138.jpg
1386.txt,1,datasets/obj/1386.jpg
1389.txt,1,datasets/obj/1389.jpg
139.txt,1,datasets/obj/139.jpg
1394.txt,1,datasets/obj/1394.jpg
1395.txt,1,datasets/obj/1395.jpg
13cef2ee3c4e0973.txt,0,datasets/obj/13cef2ee3c4e0973.jpg
13fbb53617d018de.txt,0,datasets/obj/13fbb53617d018de.jpg
14 - Copy.txt,1,datasets/obj/14 - Copy.jpg
1404.txt,1,datasets/obj/1404.jpg
141.txt,1,datasets/obj/141.jpg
142.txt,1,datasets/obj/142.jpg
144.txt,1,datasets/obj/144.jpg
147.txt,1,datasets/obj/147.jpg
14ed72ff841b8402.txt,0,datasets/obj/14ed72ff841b8402.jpg
15 - Copy.txt,1,datasets/obj/15 - Copy.jpg
15.txt,1,datasets/obj/15.jpg
150fc39014d4dda4.txt,0,datasets/obj/150fc39014d4dda4.jpg
151.txt,1,datasets/obj/151.jpg
15161d86549f722c.txt,1,datasets/obj/15161d86549f722c.jpg
151c7597b15bb428.txt,0,datasets/obj/151c7597b15bb428.jpg
153.txt,1,datasets/obj/153.jpg
154.txt,1,datasets/obj/154.jpg
155.txt,1,datasets/obj/155.jpg
156.txt,1,datasets/obj/156.jpg
15668e3075e27fb9.txt,0,datasets/obj/15668e3075e27fb9.jpg
158.txt,1,datasets/obj/158.jpg
159.txt,1,datasets/obj/159.jpg
15c01407665866e0.txt,0,datasets/obj/15c01407665866e0.jpg
15c84af90d8f2aba.txt,0,datasets/obj/15c84af90d8f2aba.jpg
15fb1be9c6b15a67.txt,0,datasets/obj/15fb1be9c6b15a67.jpg
16 - Copy.txt,1,datasets/obj/16 - Copy.jpg
160.txt,1,datasets/obj/160.jpg
1605f741c11f4bc3.txt,1,datasets/obj/1605f741c11f4bc3.jpg
16106736b2149cea.txt,0,datasets/obj/16106736b2149cea.jpg
1619b12e2ae2822a.txt,0,datasets/obj/1619b12e2ae2822a.jpg
162ed8cf6fa49de2.txt,0,datasets/obj/162ed8cf6fa49de2.jpg
164.txt,1,datasets/obj/164.jpg
1642ee4a716f67e4.txt,1,datasets/obj/1642ee4a716f67e4.jpg
165.txt,1,datasets/obj/165.jpg
16dfd39c79bafc96.txt,1,datasets/obj/16dfd39c79bafc96.jpg
17 - Copy.txt,1,datasets/obj/17 - Copy.jpg
172.txt,1,datasets/obj/172.jpg
174.txt,1,datasets/obj/174.jpg
176.txt,1,datasets/obj/176.jpg
178.txt,1,datasets/obj/178.jpg
17aa164614faa98e.txt,1,datasets/obj/17aa164614faa98e.jpg
17b410a70cff3291.txt,0,datasets/obj/17b410a70cff3291.jpg
17bfc35f00d47253.txt,1,datasets/obj/17bfc35f00d47253.jpg
17ca5caed98d4859.txt,1,datasets/obj/17ca5caed98d4859.jpg
18 - Copy.txt,1,datasets/obj/18 - Copy.jpg
1813c03c2454ce80.txt,0,datasets/obj/1813c03c2454ce80.jpg
182.txt,1,datasets/obj/182.jpg
1824cc6dd3f7ce7c.txt,0,datasets/obj/1824cc6dd3f7ce7c.jpg
183.txt,1,datasets/obj/183.jpg
1854e0df0210495d.txt,1,datasets/obj/1854e0df0210495d.jpg
1861bf1c2bbb6cfd.txt,1,datasets/obj/1861bf1c2bbb6cfd.jpg
187.txt,1,datasets/obj/187.jpg
189.txt,1,datasets/obj/189.jpg
189207aff552d468.txt,0,datasets/obj/189207aff552d468.jpg
18aee0943958c9fc.txt,0,datasets/obj/18aee0943958c9fc.jpg
18ecd241b66559dc.txt,0,datasets/obj/18ecd241b66559dc.jpg
19 - Copy.txt,1,datasets/obj/19 - Copy.jpg
19.txt,1,datasets/obj/19.jpg
191.txt,1,datasets/obj/191.jpg
1911d1921cbab06b.txt,0,datasets/obj/1911d1921cbab06b.jpg
194058054f8ca190.txt,0,datasets/obj/194058054f8ca190.jpg
197.txt,1,datasets/obj/197.jpg
197aaf18b6f41f51.txt,0,datasets/obj/197aaf18b6f41f51.jpg
198bbd2796390596.txt,0,datasets/obj/198bbd2796390596.jpg
1a228a4049efc30e.txt,1,datasets/obj/1a228a4049efc30e.jpg
1a7544cff439c995.txt,0,datasets/obj/1a7544cff439c995.jpg
1a771ed89dcc8d24.txt,0,datasets/obj/1a771ed89dcc8d24.jpg
1af3a5ba46045369.txt,1,datasets/obj/1af3a5ba46045369.jpg
1c0bc2967cf87b27.txt,1,datasets/obj/1c0bc2967cf87b27.jpg
1c15929e31f4ff7f.txt,1,datasets/obj/1c15929e31f4ff7f.jpg
1c599c9c4959e24b.txt,0,datasets/obj/1c599c9c4959e24b.jpg
1c5fc11fd05f3534.txt,0,datasets/obj/1c5fc11fd05f3534.jpg
1c7365887d7cbea7.txt,0,datasets/obj/1c7365887d7cbea7.jpg
1cdb986cd69f46f5.txt,0,datasets/obj/1cdb986cd69f46f5.jpg
1cfee6d9ce202801.txt,1,datasets/obj/1cfee6d9ce202801.jpg
1d0caf874fcada77.txt,1,datasets/obj/1d0caf874fcada77.jpg
1d14a26471a4e193.txt,0,datasets/obj/1d14a26471a4e193.jpg
1d6c5b47ac435d2d.txt,0,datasets/obj/1d6c5b47ac435d2d.jpg
1db3abae5f8b29d7.txt,0,datasets/obj/1db3abae5f8b29d7.jpg
1e28cf9e0bcf227b.txt,0,datasets/obj/1e28cf9e0bcf227b.jpg
1e4657e2a8511d04.txt,0,datasets/obj/1e4657e2a8511d04.jpg
1e613301d86781b6.txt,0,datasets/obj/1e613301d86781b6.jpg
1ededbc86092a178.txt,0,datasets/obj/1ededbc86092a178.jpg
1f2242d1b203377c.txt,0,datasets/obj/1f2242d1b203377c.jpg
1f295c5fa8cb5741.txt,0,datasets/obj/1f295c5fa8cb5741.jpg
1f40e8e5f6a5a51a.txt,0,datasets/obj/1f40e8e5f6a5a51a.jpg
1f8044ec515fcf82.txt,0,datasets/obj/1f8044ec515fcf82.jpg
1f990b331e554127.txt,1,datasets/obj/1f990b331e554127.jpg
2 - Copy.txt,1,datasets/obj/2 - Copy.jpg
2.txt,1,datasets/obj/2.jpg
20 - Copy.txt,1,datasets/obj/20 - Copy.jpg
20.txt,1,datasets/obj/20.jpg
2024e3d74392ae19.txt,1,datasets/obj/2024e3d74392ae19.jpg
2026123fa11b1885.txt,0,datasets/obj/2026123fa11b1885.jpg
203.txt,1,datasets/obj/203.jpg
204.txt,1,datasets/obj/204.jpg
205.txt,1,datasets/obj/205.jpg
208.txt,1,datasets/obj/208.jpg
208de556fa323b60.txt,0,datasets/obj/208de556fa323b60.jpg
20b4257627ea36d7.txt,1,datasets/obj/20b4257627ea36d7.jpg
21 - Copy.txt,1,datasets/obj/21 - Copy.jpg
210.txt,1,datasets/obj/210.jpg
21006c0157d990fa1.txt,2,datasets/obj/21006c0157d990fa1.jpg
210bd3a088ea6940e.txt,2,datasets/obj/210bd3a088ea6940e.jpg
210eb577c59de358c.txt,2,datasets/obj/210eb577c59de358c.jpg
21100189d1dd775ad.txt,2,datasets/obj/21100189d1dd775ad.jpg
2110832733e2e762b.txt,2,datasets/obj/2110832733e2e762b.jpg
21146511d00ee7cfb.txt,2,datasets/obj/21146511d00ee7cfb.jpg
2114ede5e74eb458b.txt,2,datasets/obj/2114ede5e74eb458b.jpg
2119921b6b2abdf23.txt,2,datasets/obj/2119921b6b2abdf23.jpg
211a81e1780fdb2a.txt,1,datasets/obj/211a81e1780fdb2a.jpg
211d337daeed16ce4.txt,2,datasets/obj/211d337daeed16ce4.jpg
212.txt,1,datasets/obj/212.jpg
2123d1927a9ed1fb4.txt,2,datasets/obj/2123d1927a9ed1fb4.jpg
2126f1f04d5ef589e.txt,2,datasets/obj/2126f1f04d5ef589e.jpg
21274578efa36daf8.txt,2,datasets/obj/21274578efa36daf8.jpg
2127784fab928b68d.txt,2,datasets/obj/2127784fab928b68d.jpg
2128280cd469620db.txt,2,datasets/obj/2128280cd469620db.jpg
212948267ba755942.txt,2,datasets/obj/212948267ba755942.jpg
212ae802569dfd002.txt,2,datasets/obj/212ae802569dfd002.jpg
212becb190c215941.txt,2,datasets/obj/212becb190c215941.jpg
212bed27b73a4b731.txt,2,datasets/obj/212bed27b73a4b731.jpg
212c165a3e51e8e5b.txt,2,datasets/obj/212c165a3e51e8e5b.jpg
212c255ccdb0b065c.txt,2,datasets/obj/212c255ccdb0b065c.jpg
212ea42b69b9f86d2.txt,2,datasets/obj/212ea42b69b9f86d2.jpg
213042fd467549db3.txt,2,datasets/obj/213042fd467549db3.jpg
21320d4915cce1b21.txt,2,datasets/obj/21320d4915cce1b21.jpg
21363e49d896ad226.txt,2,datasets/obj/21363e49d896ad226.jpg
21382b5a0447fedae.txt,2,datasets/obj/21382b5a0447fedae.jpg
2139c2ab8be7d5ced.txt,2,datasets/obj/2139c2ab8be7d5ced.jpg
213b4adbd8f9e8228.txt,2,datasets/obj/213b4adbd8f9e8228.jpg
213b7f4e0ee680382.txt,2,datasets/obj/213b7f4e0ee680382.jpg
213cad5630b44181c.txt,2,datasets/obj/213cad5630b44181c.jpg
214.txt,1,datasets/obj/214.jpg
214092f3660591e4e.txt,2,datasets/obj/214092f3660591e4e.jpg
2140e022340cf91b6.txt,2,datasets/obj/2140e022340cf91b6.jpg
214532ef3859724ed.txt,2,datasets/obj/214532ef3859724ed.jpg
2145484ba8fc2a049.txt,2,datasets/obj/2145484ba8fc2a049.jpg
21462263331741e89.txt,2,datasets/obj/21462263331741e89.jpg
2148fdffb6367d9f2.txt,2,datasets/obj/2148fdffb6367d9f2.jpg
21490199081331c53.txt,2,datasets/obj/21490199081331c53.jpg
214a4d0823bb74ffe.txt,2,datasets/obj/214a4d0823bb74ffe.jpg
214a5c73ad828580e.txt,2,datasets/obj/214a5c73ad828580e.jpg
2150336669d034e3e.txt,2,datasets/obj/2150336669d034e3e.jpg
2151f2f6a0ebea0ea.txt,2,datasets/obj/2151f2f6a0ebea0ea.jpg
21549969a519576ad.txt,2,datasets/obj/21549969a519576ad.jpg
2154c9079ef16fba3.txt,2,datasets/obj/2154c9079ef16fba3.jpg
2156306186dae934c.txt,2,datasets/obj/2156306186dae934c.jpg
2157148fe8df94563.txt,2,datasets/obj/2157148fe8df94563.jpg
21577c10819d95ed6.txt,2,datasets/obj/21577c10819d95ed6.jpg
2158f0ce536f866bd.txt,2,datasets/obj/2158f0ce536f866bd.jpg
215c6d891cbad4fe5.txt,2,datasets/obj/215c6d891cbad4fe5.jpg
215ee76521f01c377.txt,2,datasets/obj/215ee76521f01c377.jpg
215f44121552bd293.txt,2,datasets/obj/215f44121552bd293.jpg
216.txt,1,datasets/obj/216.jpg
216053d43ca24eb8c.txt,2,datasets/obj/216053d43ca24eb8c.jpg
2165e0ed8c7e03cb8.txt,2,datasets/obj/2165e0ed8c7e03cb8.jpg
216820c477e9da109.txt,2,datasets/obj/216820c477e9da109.jpg
216870c7625758bea.txt,2,datasets/obj/216870c7625758bea.jpg
2168decf7c7522409.txt,2,datasets/obj/2168decf7c7522409.jpg
216a5c1cfa3d1c01f.txt,2,datasets/obj/216a5c1cfa3d1c01f.jpg
216abec4b12fd393d.txt,2,datasets/obj/216abec4b12fd393d.jpg
216cf5b8a43e0a06b.txt,2,datasets/obj/216cf5b8a43e0a06b.jpg
216e9ba2de19cb01b.txt,2,datasets/obj/216e9ba2de19cb01b.jpg
216ea34575d7faa54.txt,2,datasets/obj/216ea34575d7faa54.jpg
217.txt,1,datasets/obj/217.jpg
217268143da6da482.txt,2,datasets/obj/217268143da6da482.jpg
2174903be76b65002.txt,2,datasets/obj/2174903be76b65002.jpg
21782cdc821f25fd1.txt,2,datasets/obj/21782cdc821f25fd1.jpg
217857e63a9b3782c.txt,2,datasets/obj/217857e63a9b3782c.jpg
217afcdfd787bfd70.txt,2,datasets/obj/217afcdfd787bfd70.jpg
217f0769af257cfd3.txt,2,datasets/obj/217f0769af257cfd3.jpg
217ff20599361e929.txt,2,datasets/obj/217ff20599361e929.jpg
218.txt,1,datasets/obj/218.jpg
218186acbd7c85c8b.txt,2,datasets/obj/218186acbd7c85c8b.jpg
2182632000460d6d4.txt,2,datasets/obj/2182632000460d6d4.jpg
218479b6ac5151bed.txt,2,datasets/obj/218479b6ac5151bed.jpg
218545c3f51125591.txt,2,datasets/obj/218545c3f51125591.jpg
21886fe208463a3dc.txt,2,datasets/obj/21886fe208463a3dc.jpg
2189509f4b8a1fd3c.txt,2,datasets/obj/2189509f4b8a1fd3c.jpg
218e4d546d60027c9.txt,2,datasets/obj/218e4d546d60027c9.jpg
218f5f09646e33f6f.txt,2,datasets/obj/218f5f09646e33f6f.jpg
21918ff286008d8fe.txt,2,datasets/obj/21918ff286008d8fe.jpg
2191ac648a2f0762f.txt,2,datasets/obj/2191ac648a2f0762f.jpg
21929c9d367f60c56.txt,2,datasets/obj/21929c9d367f60c56.jpg
2193c9c8525c93989.txt,2,datasets/obj/2193c9c8525c93989.jpg
219435cb93519e9eb.txt,2,datasets/obj/219435cb93519e9eb.jpg
21965dabc9de4a459.txt,2,datasets/obj/21965dabc9de4a459.jpg
2196dbbf4b46fd242.txt,2,datasets/obj/2196dbbf4b46fd242.jpg
2197827ec0e81f3f6.txt,2,datasets/obj/2197827ec0e81f3f6.jpg
2197d3a3139bddcd6.txt,2,datasets/obj/2197d3a3139bddcd6.jpg
2198195805f05dc23.txt,2,datasets/obj/2198195805f05dc23.jpg
219c2cc84e23782e6.txt,2,datasets/obj/219c2cc84e23782e6.jpg
219ff174232c8cd67.txt,2,datasets/obj/219ff174232c8cd67.jpg
21a0cf2b378eba1dc.txt,2,datasets/obj/21a0cf2b378eba1dc.jpg
21a2a1d0ab1895bff.txt,2,datasets/obj/21a2a1d0ab1895bff.jpg
21a3d641f6ab95fc0.txt,2,datasets/obj/21a3d641f6ab95fc0.jpg
21a66f427cd8b0628.txt,2,datasets/obj/21a66f427cd8b0628.jpg
21aa7041c969ac5b0.txt,2,datasets/obj/21aa7041c969ac5b0.jpg
21aaa49a4978ed9b1.txt,2,datasets/obj/21aaa49a4978ed9b1.jpg
21ad022ad66eb7010.txt,2,datasets/obj/21ad022ad66eb7010.jpg
21adc0d42e4d09e03.txt,2,datasets/obj/21adc0d42e4d09e03.jpg
21aee37802fc66f76.txt,2,datasets/obj/21aee37802fc66f76.jpg
21afa11e0fc6e0ff1.txt,2,datasets/obj/21afa11e0fc6e0ff1.jpg
21afe1623391b0081.txt,2,datasets/obj/21afe1623391b0081.jpg
21b0225728d489a89.txt,2,datasets/obj/21b0225728d489a89.jpg
21b03e6b9c94a22f2.txt,2,datasets/obj/21b03e6b9c94a22f2.jpg
21b04435f0318172f.txt,2,datasets/obj/21b04435f0318172f.jpg
21b276ab634309b43.txt,2,datasets/obj/21b276ab634309b43.jpg
21b53e53547c99729.txt,2,datasets/obj/21b53e53547c99729.jpg
21b5c2eddbe9abfb4.txt,2,datasets/obj/21b5c2eddbe9abfb4.jpg
21b6453a886284fde.txt,2,datasets/obj/21b6453a886284fde.jpg
21b98608291ee428e.txt,2,datasets/obj/21b98608291ee428e.jpg
21ba2aebb93960b6f.txt,2,datasets/obj/21ba2aebb93960b6f.jpg
21bbb9ff8a395d4b3.txt,2,datasets/obj/21bbb9ff8a395d4b3.jpg
21bcf0508b3f98336.txt,2,datasets/obj/21bcf0508b3f98336.jpg
21be1385699a8b804.txt,2,datasets/obj/21be1385699a8b804.jpg
21be91bd01f3eecfb.txt,2,datasets/obj/21be91bd01f3eecfb.jpg
21bf0e2b824fd4f78.txt,2,datasets/obj/21bf0e2b824fd4f78.jpg
21bf188641a8f2da6.txt,2,datasets/obj/21bf188641a8f2da6.jpg
21bf68b8b2ed98310.txt,2,datasets/obj/21bf68b8b2ed98310.jpg
21bff60d1a8bcb193.txt,2,datasets/obj/21bff60d1a8bcb193.jpg
21c0cf0d83f8f75c5.txt,2,datasets/obj/21c0cf0d83f8f75c5.jpg
21c38ee29880b42eb.txt,2,datasets/obj/21c38ee29880b42eb.jpg
21c3d92682ee217bb.txt,2,datasets/obj/21c3d92682ee217bb.jpg
21c560e5658387351.txt,2,datasets/obj/21c560e5658387351.jpg
21c654a42e1ff3e3d.txt,2,datasets/obj/21c654a42e1ff3e3d.jpg
21c6908e21fca5955.txt,2,datasets/obj/21c6908e21fca5955.jpg
21c6c90bd94cc640b.txt,2,datasets/obj/21c6c90bd94cc640b.jpg
21c76c0bcb4931661.txt,2,datasets/obj/21c76c0bcb4931661.jpg
21c872883c9fbb500.txt,2,datasets/obj/21c872883c9fbb500.jpg
21ca16ba0f16ab549.txt,2,datasets/obj/21ca16ba0f16ab549.jpg
21ca23bd9dbdbdef5.txt,2,datasets/obj/21ca23bd9dbdbdef5.jpg
21cb73b7704c1949d.txt,2,datasets/obj/21cb73b7704c1949d.jpg
21cd807e3c41fb636.txt,2,datasets/obj/21cd807e3c41fb636.jpg
21ce036fe8c14aa73.txt,2,datasets/obj/21ce036fe8c14aa73.jpg
21ce329395fa7c1da.txt,2,datasets/obj/21ce329395fa7c1da.jpg
21cf8347b117803f5.txt,2,datasets/obj/21cf8347b117803f5.jpg
21d116cdb3f354882.txt,2,datasets/obj/21d116cdb3f354882.jpg
21d3600f5bb45376b.txt,2,datasets/obj/21d3600f5bb45376b.jpg
21d63efb96ffab516.txt,2,datasets/obj/21d63efb96ffab516.jpg
21d82b82431b3daf4.txt,2,datasets/obj/21d82b82431b3daf4.jpg
21d85cdd3785bc51a.txt,2,datasets/obj/21d85cdd3785bc51a.jpg
21d8e0107da8d2383.txt,2,datasets/obj/21d8e0107da8d2383.jpg
21d9918b494567dcf.txt,2,datasets/obj/21d9918b494567dcf.jpg
21dc42e199f5d2251.txt,2,datasets/obj/21dc42e199f5d2251.jpg
21dce87e324b4ce23.txt,2,datasets/obj/21dce87e324b4ce23.jpg
21df83097d4e10f78.txt,2,datasets/obj/21df83097d4e10f78.jpg
21e0da52a047c4d1f.txt,2,datasets/obj/21e0da52a047c4d1f.jpg
21e85175dbc89246c.txt,2,datasets/obj/21e85175dbc89246c.jpg
21ebb03ccfc5a4944.txt,2,datasets/obj/21ebb03ccfc5a4944.jpg
21ed98fe7698cf127.txt,2,datasets/obj/21ed98fe7698cf127.jpg
21edd5f099ca21ec5.txt,2,datasets/obj/21edd5f099ca21ec5.jpg
21ef7a4ea1e60bcf7.txt,2,datasets/obj/21ef7a4ea1e60bcf7.jpg
21f463985fa5b6fa0.txt,2,datasets/obj/21f463985fa5b6fa0.jpg
21f7e1050ce8e7e2.txt,0,datasets/obj/21f7e1050ce8e7e2.jpg
21f9a340aa2a83a7d.txt,2,datasets/obj/21f9a340aa2a83a7d.jpg
21fa7253fca490bad.txt,2,datasets/obj/21fa7253fca490bad.jpg
22 - Copy.txt,1,datasets/obj/22 - Copy.jpg
227.txt,1,datasets/obj/227.jpg
22a233ad0c0aec8d.txt,1,datasets/obj/22a233ad0c0aec8d.jpg
23 - Copy.txt,1,datasets/obj/23 - Copy.jpg
23.txt,1,datasets/obj/23.jpg
230.txt,1,datasets/obj/230.jpg
230a13d8ebe7d459.txt,0,datasets/obj/230a13d8ebe7d459.jpg
234.txt,1,datasets/obj/234.jpg
235.txt,1,datasets/obj/235.jpg
236413eba58a6dea.txt,1,datasets/obj/236413eba58a6dea.jpg
239.txt,1,datasets/obj/239.jpg
23d49c1d550c4c8b.txt,1,datasets/obj/23d49c1d550c4c8b.jpg
24 - Copy.txt,1,datasets/obj/24 - Copy.jpg
24.txt,1,datasets/obj/24.jpg
240.txt,1,datasets/obj/240.jpg
241.txt,1,datasets/obj/241.jpg
242.txt,1,datasets/obj/242.jpg
244.txt,1,datasets/obj/244.jpg
244b06e5f1fe9527.txt,0,datasets/obj/244b06e5f1fe9527.jpg
2470d43321ae2e5d.txt,0,datasets/obj/2470d43321ae2e5d.jpg
2477a84196c1d987.txt,0,datasets/obj/2477a84196c1d987.jpg
248.txt,1,datasets/obj/248.jpg
249b76b2a71aba91.txt,0,datasets/obj/249b76b2a71aba91.jpg
24ac575fd69efd44.txt,0,datasets/obj/24ac575fd69efd44.jpg
24e933e136a16790.txt,0,datasets/obj/24e933e136a16790.jpg
24e996f07812e7c7.txt,0,datasets/obj/24e996f07812e7c7.jpg
25 - Copy.txt,1,datasets/obj/25 - Copy.jpg
25.txt,1,datasets/obj/25.jpg
252.txt,1,datasets/obj/252.jpg
254.txt,1,datasets/obj/254.jpg
